command,mean,stddev,median,user,system,min,max
java -cp saxon9he.jar net.sf.saxon.Query -q:xquery.xq -s:../entree/assemblee1920.xml -o:../sortie/sortie.xml,16.250225425825,0.7878639099622742,16.073980099025,22.669599999999996,0.4716,15.265581675024999,17.746165978025
php dom_avec_xpath.php > ../sortie/sortie.xml,15.007419067725,0.32169344736864597,15.009436325525,14.7968,0.19479999999999997,14.611509624024999,15.371862515024999
php dom_sans_xpath.php > ../sortie/sortie.xml,3.108194531125,0.07851004870650198,3.0825669790249997,2.9092000000000002,0.18359999999999996,3.0425409970249997,3.309230773025
php sax.php > ../sortie/sortie.xml,8.607682072724998,0.1081038384436762,8.593963644525,8.5136,0.0876,8.462580408025,8.835980494025
java -jar saxon9he.jar -xsl:XSLT.xsl -s:../entree/assemblee1920.xml -o:../sortie/sortie.xml,44.665822193024994,2.9873782517559677,44.232861250525,51.08559999999999,0.5368,40.869551216024995,49.702132324025
